"SYMBOL 
","COMPANY 
","REGULATION 
","NAME OF THE ACQUIRER/DISPOSER 
","CATEGORY OF PERSON 
","TYPE OF SECURITY (PRIOR) 
","NO. OF SECURITY (PRIOR) 
","% SHAREHOLDING (PRIOR) 
","TYPE OF SECURITY (ACQUIRED/DISPLOSED) 
","NO. OF SECURITIES (ACQUIRED/DISPLOSED) 
","VALUE OF SECURITY (ACQUIRED/DISPLOSED) 
","ACQUISITION/DISPOSAL TRANSACTION TYPE 
","TYPE OF SECURITY (POST) 
","NO. OF SECURITY (POST) 
","% POST 
","DATE OF ALLOTMENT/ACQUISITION FROM 
","DATE OF ALLOTMENT/ACQUISITION TO 
","DATE OF INITMATION TO COMPANY 
","MODE OF ACQUISITION 
","DERIVATIVE TYPE SECURITY 
","DERIVATIVE CONTRACT SPECIFICATION 
","NOTIONAL VALUE(BUY) 
","NUMBER OF UNITS/CONTRACT LOT SIZE (BUY) 
","NOTIONAL VALUE(SELL) 
","NUMBER OF UNITS/CONTRACT LOT SIZE  (SELL) 
","EXCHANGE 
","REMARK 
","BROADCASTE DATE AND TIME 
","XBRL 
"
"MEIL","Mangal Electrical Industries Limited","7(2)","Aniketa Mangal","Promoters","Equity Shares","2228212","8.06",,"1750","632697","Buy","Equity Shares","2229962","8.07","19-Dec-2025","19-Dec-2025","22-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","22-Dec-2025 17:12","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191951_1588395_22122025051230_WEB.xml"
"BIL","Bhartiya International Limited","7(2)","Snehdeep Aggarwal","Promoters","Equity Shares","1143362","8.53",,"50000","0","Buy","Equity Shares","1193362","8.9","19-Dec-2025","19-Dec-2025","22-Dec-2025","Off Market","-","-","0","0","0","0","NA","-","22-Dec-2025 17:06","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191949_1588386_22122025050612_WEB.xml"
"TCI","Transport Corporation of India Limited","7(2)","BHORUKA SUPPLY CHAIN SOLUTIONS HOLDINGS LIMITED","Promoter Group","Equity Shares","33844712","44.11",,"3390","3491531","Buy","Equity Shares","33848102","44.11","17-Dec-2025","17-Dec-2025","19-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","22-Dec-2025 16:58","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191947_1588373_22122025045831_WEB.xml"
"INFY","Infosys Limited","7(2)","Gavin Sheldon","-","ADR/GDR/FCCB","4100","0",,"1200","1974955","Sell","ADR/GDR/FCCB","2900","0","19-Dec-2025","19-Dec-2025","19-Dec-2025","ESOP","-","-","0","0","0","0","NA","-","22-Dec-2025 16:28","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191945_1588348_22122025042840_WEB.xml"
"INFY","Infosys Limited","7(2)","Gavin Sheldon","-","ADR/GDR/FCCB","1400","0",,"2700","4443650","Buy","ADR/GDR/FCCB","4100","0","19-Dec-2025","19-Dec-2025","19-Dec-2025","ESOP","-","-","0","0","0","0","NA","-","22-Dec-2025 16:28","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191945_1588348_22122025042840_WEB.xml"
"INFY","Infosys Limited","7(2)","Infosys Employee Benefits Trust","Other","Equity Shares","8985956","0.22",,"1520","2472736","Sell","Equity Shares","8984436","0.22","18-Dec-2025","18-Dec-2025","19-Dec-2025","-","-","-","0","0","0","0","NA","-","22-Dec-2025 16:28","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191945_1588348_22122025042840_WEB.xml"
"TATACAP","Tata Capital Limited","7(2)","Tata Motors Passenger Vehicles Limited (Formerly Tata Motors Limited)","Promoter Group","Equity Shares","4326651","0.1",,"4326651","0","Sell","Equity Shares","Nil","0","18-Dec-2025","18-Dec-2025","22-Dec-2025","Scheme of Amalgamation/Merger/Demerger/Arrangement","-","-","0","0","0","0","NA","-","22-Dec-2025 16:26","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191943_1588344_22122025042626_WEB.xml"
"GPIL","Godawari Power And Ispat limited","7(2)","VIDUSHI SINGHANIA","Immediate relative","Equity Shares","Nil","0",,"39610","9427974","Buy","Equity Shares","39610","0","18-Dec-2025","18-Dec-2025","20-Dec-2025","Market Purchase","-","-","0","0","0","0","NA","-","22-Dec-2025 16:18","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191941_1588336_22122025041832_WEB.xml"
"SHIVALIK","Shivalik Rasayan Limited","7(2)","Ashwani Kumar Sharma","Director","Equity Shares","62650","0.39",,"62650","0","Sell","Equity Shares","Nil","0","18-Dec-2025","18-Dec-2025","22-Dec-2025","Gift","-","-","0","0","0","0","NA","-","22-Dec-2025 16:05","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191938_1588318_22122025040504_WEB.xml"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","7(2)","Manish Gumber","Employees/Designated Employees","Equity Shares","9600","0.01",,"1500","2692592","Pledge Revoke","Equity Shares","9600","0.01","17-Dec-2025","17-Dec-2025","18-Dec-2025","Revokation of Pledge","-","-","0","0","0","0","NA","-","22-Dec-2025 16:01","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191936_1588312_22122025040146_WEB.xml"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","7(2)","Manish Gumber","Employees/Designated Employees","Equity Shares","9600","0.01",,"1500","2692592","Sell","Equity Shares","8100","-","17-Dec-2025","17-Dec-2025","18-Dec-2025","Market Sale","-","-","0","0","0","0","NSE","-","22-Dec-2025 16:01","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191936_1588312_22122025040146_WEB.xml"
"IKS","Inventurus Knowledge Solutions Limited","7(2)","Saransh Mundra","-","Equity Shares","7500","0",,"1500","2509140","Sell","Equity Shares","6000","0","16-Dec-2025","16-Dec-2025","18-Dec-2025","Market Sale","-","-","0","0","0","0","NSE","-","22-Dec-2025 15:55","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191934_1588301_22122025035510_WEB.xml"
"IKS","Inventurus Knowledge Solutions Limited","7(2)","Abhay Kumar Srivastava","-","Equity Shares","90703","0.05",,"5278","8912597","Sell","Equity Shares","85425","0.05","17-Dec-2025","17-Dec-2025","20-Dec-2025","Market Sale","-","-","0","0","0","0","NSE","-","22-Dec-2025 15:55","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191934_1588301_22122025035510_WEB.xml"
"IKS","Inventurus Knowledge Solutions Limited","7(2)","Mundra","Other","Equity Shares","19122","0.01",,"200","336663","Sell","Equity Shares","18922","0.01","16-Dec-2025","16-Dec-2025","18-Dec-2025","Market Sale","-","-","0","0","0","0","NSE","-","22-Dec-2025 15:55","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191934_1588301_22122025035510_WEB.xml"
"JAYNECOIND","Jayaswal Neco Industries Limited","7(2)","RITA JAYASWAL","Promoters","Equity Shares","2716820","0.28",,"2716820","191725987","Pledge Revoke","Equity Shares","2716820","0.28","18-Dec-2025","18-Dec-2025","19-Dec-2025","-","-","-","0","0","0","0","NA","-","22-Dec-2025 15:37","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191931_1588288_22122025033721_WEB.xml"
"JAYNECOIND","Jayaswal Neco Industries Limited","7(2)","NISHA JAYASWAL","Promoters","Equity Shares","2716820","0.28",,"2716820","191725987","Pledge Revoke","Equity Shares","2716820","0.28","18-Dec-2025","18-Dec-2025","19-Dec-2025","-","-","-","0","0","0","0","NA","-","22-Dec-2025 15:37","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191931_1588288_22122025033721_WEB.xml"
"JAYNECOIND","Jayaswal Neco Industries Limited","7(2)","HARGUNN BEDI JAYASWAL","Promoter Group","Equity Shares","2137447","0.22",,"2137447","150839635","Pledge Revoke","Equity Shares","2137447","0.22","18-Dec-2025","18-Dec-2025","19-Dec-2025","-","-","-","0","0","0","0","NA","-","22-Dec-2025 15:37","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191931_1588288_22122025033721_WEB.xml"
"JAYNECOIND","Jayaswal Neco Industries Limited","7(2)","ARCHIT JAYASWAL","Promoters","Equity Shares","1844705","0.19",,"1844705","130180832","Pledge Revoke","Equity Shares","1844705","0.19","18-Dec-2025","18-Dec-2025","19-Dec-2025","-","-","-","0","0","0","0","NA","-","22-Dec-2025 15:37","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191931_1588288_22122025033721_WEB.xml"
"JAYNECOIND","Jayaswal Neco Industries Limited","7(2)","POOJAA AGRAWAL","Promoter Group","Equity Shares","727176","0.07",,"187700","13245989","Pledge Revoke","Equity Shares","727176","0.07","18-Dec-2025","18-Dec-2025","19-Dec-2025","-","-","-","0","0","0","0","NA","-","22-Dec-2025 15:37","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191931_1588288_22122025033721_WEB.xml"
"JAYNECOIND","Jayaswal Neco Industries Limited","7(2)","RITIKA JAYASWAL","Promoter Group","Equity Shares","175200","0.02",,"175200","12363864","Pledge Revoke","Equity Shares","175200","0.02","18-Dec-2025","18-Dec-2025","19-Dec-2025","-","-","-","0","0","0","0","NA","-","22-Dec-2025 15:37","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191931_1588288_22122025033721_WEB.xml"
"JAYNECOIND","Jayaswal Neco Industries Limited","7(2)","JAYASWAL HOLDINGS PVT LTD","Promoter Group","Equity Shares","55790771","5.75",,"55790771","3937154709","Pledge Revoke","Equity Shares","55790771","5.75","18-Dec-2025","18-Dec-2025","19-Dec-2025","-","-","-","0","0","0","0","NA","-","22-Dec-2025 15:37","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191931_1588288_22122025033721_WEB.xml"
"JAYNECOIND","Jayaswal Neco Industries Limited","7(2)","NINE STAR PLASTIC PACKAGING SERVICES PRIVATE LIMITED","Promoter Group","Equity Shares","50632253","5.21",,"50632253","3573118094","Pledge Revoke","Equity Shares","50632253","5.21","18-Dec-2025","18-Dec-2025","19-Dec-2025","-","-","-","0","0","0","0","NA","-","22-Dec-2025 15:37","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191931_1588288_22122025033721_WEB.xml"
"JAYNECOIND","Jayaswal Neco Industries Limited","7(2)","KARAMVEER IMPEX PRIVATE LIMITED","Promoter Group","Equity Shares","49920820","5.14",,"49920820","3522912267","Pledge Revoke","Equity Shares","49920820","5.14","18-Dec-2025","18-Dec-2025","19-Dec-2025","-","-","-","0","0","0","0","NA","-","22-Dec-2025 15:37","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191931_1588288_22122025033721_WEB.xml"
"JAYNECOIND","Jayaswal Neco Industries Limited","7(2)","JAYASWAL NECO METALLICS PRIVATE LIMITED","Promoter Group","Equity Shares","47542885","4.9",,"47542885","3355101394","Pledge Revoke","Equity Shares","47542885","4.9","18-Dec-2025","18-Dec-2025","19-Dec-2025","-","-","-","0","0","0","0","NA","-","22-Dec-2025 15:37","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191931_1588288_22122025033721_WEB.xml"
"JAYNECOIND","Jayaswal Neco Industries Limited","7(2)","JAYASWAL NECO ENERGY PRIVATE LIMITED","Promoter Group","Equity Shares","47111320","4.85",,"47111320","3324645852","Pledge Revoke","Equity Shares","47111320","4.85","18-Dec-2025","18-Dec-2025","19-Dec-2025","-","-","-","0","0","0","0","NA","-","22-Dec-2025 15:37","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191931_1588288_22122025033721_WEB.xml"
"JAYNECOIND","Jayaswal Neco Industries Limited","7(2)","JAYASWAL NECO INFRASTRUCTURES PRIVATE LIMITED","Promoter Group","Equity Shares","41938431","4.32",,"41938431","2959595076","Pledge Revoke","Equity Shares","41938431","4.32","18-Dec-2025","18-Dec-2025","19-Dec-2025","-","-","-","0","0","0","0","NA","-","22-Dec-2025 15:37","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191931_1588288_22122025033721_WEB.xml"
"JAYNECOIND","Jayaswal Neco Industries Limited","7(2)","AVON SALES AND SERVICES PRIVATE LIMITED","Promoter Group","Equity Shares","41786820","4.3",,"41786820","2948895887","Pledge Revoke","Equity Shares","41786820","4.3","18-Dec-2025","18-Dec-2025","19-Dec-2025","-","-","-","0","0","0","0","NA","-","22-Dec-2025 15:37","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191931_1588288_22122025033721_WEB.xml"
"JAYNECOIND","Jayaswal Neco Industries Limited","7(2)","ANURAG SALES AND SERVICES PVT LTD","Promoter Group","Equity Shares","41622820","4.29",,"41622820","2937322407","Pledge Revoke","Equity Shares","41622820","4.29","18-Dec-2025","18-Dec-2025","19-Dec-2025","-","-","-","0","0","0","0","NA","-","22-Dec-2025 15:37","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191931_1588288_22122025033721_WEB.xml"
"JAYNECOIND","Jayaswal Neco Industries Limited","7(2)","APEX SPINNING MILLS PVT LTD","Promoter Group","Equity Shares","40769198","4.2",,"40769198","2877082303","Pledge Revoke","Equity Shares","40769198","4.2","18-Dec-2025","18-Dec-2025","19-Dec-2025","-","-","-","0","0","0","0","NA","-","22-Dec-2025 15:37","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191931_1588288_22122025033721_WEB.xml"
"JAYNECOIND","Jayaswal Neco Industries Limited","7(2)","JAYASWAL NECO POWER PRIVATE LIMITED","Promoter Group","Equity Shares","40087987","4.13",,"40087987","2829009243","Pledge Revoke","Equity Shares","40087987","4.13","18-Dec-2025","18-Dec-2025","19-Dec-2025","-","-","-","0","0","0","0","NA","-","22-Dec-2025 15:37","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191931_1588288_22122025033721_WEB.xml"
"JAYNECOIND","Jayaswal Neco Industries Limited","7(2)","JAYASWAL NECO STEEL AND MINING LIMITED","Promoter Group","Equity Shares","22018209","2.27",,"22018209","1553825009","Pledge Revoke","Equity Shares","22018209","2.27","18-Dec-2025","18-Dec-2025","19-Dec-2025","-","-","-","0","0","0","0","NA","-","22-Dec-2025 15:37","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191931_1588288_22122025033721_WEB.xml"
"JAYNECOIND","Jayaswal Neco Industries Limited","7(2)","NECO LEASING AND FINANCE PVT LTD","Promoter Group","Equity Shares","3591320","0.37",,"3591320","253439452","Pledge Revoke","Equity Shares","3591320","0.37","18-Dec-2025","18-Dec-2025","19-Dec-2025","-","-","-","0","0","0","0","NA","-","22-Dec-2025 15:37","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191931_1588288_22122025033721_WEB.xml"
"JAYNECOIND","Jayaswal Neco Industries Limited","7(2)","NAGPUR AGRO AND  FOOD PROCESSORS LTD","Promoter Group","Equity Shares","1690430","0.17",,"1690430","119293645","Pledge Revoke","Equity Shares","1690430","0.17","18-Dec-2025","18-Dec-2025","19-Dec-2025","-","-","-","0","0","0","0","NA","-","22-Dec-2025 15:37","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191931_1588288_22122025033721_WEB.xml"
"JAYNECOIND","Jayaswal Neco Industries Limited","7(2)","VIBRANT ELECTRONICS PRIVATE LIMITED","Promoter Group","Equity Shares","658831","0.07",,"658831","46493704","Pledge Revoke","Equity Shares","658831","0.07","18-Dec-2025","18-Dec-2025","19-Dec-2025","-","-","-","0","0","0","0","NA","-","22-Dec-2025 15:37","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191931_1588288_22122025033721_WEB.xml"
"JAYNECOIND","Jayaswal Neco Industries Limited","7(2)","PARIVAR FOOD INDUSTRIES PVT LTD","Promoter Group","Equity Shares","622944","0.06",,"622944","43961158","Pledge Revoke","Equity Shares","622944","0.06","18-Dec-2025","18-Dec-2025","19-Dec-2025","-","-","-","0","0","0","0","NA","-","22-Dec-2025 15:37","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191931_1588288_22122025033721_WEB.xml"
"JAYNECOIND","Jayaswal Neco Industries Limited","7(2)","NAGPUR SCRAP SUPPLIERS PVT LTD","Promoter Group","Equity Shares","605770","0.06",,"605770","42749189","Pledge Revoke","Equity Shares","605770","0.06","18-Dec-2025","18-Dec-2025","19-Dec-2025","-","-","-","0","0","0","0","NA","-","22-Dec-2025 15:37","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191931_1588288_22122025033721_WEB.xml"
"JAYNECOIND","Jayaswal Neco Industries Limited","7(2)","JYOTIKANT INVESTMENTS PVT LTD","Promoter Group","Equity Shares","482370","0.05",,"482370","34040851","Pledge Revoke","Equity Shares","482370","0.05","18-Dec-2025","18-Dec-2025","19-Dec-2025","-","-","-","0","0","0","0","NA","-","22-Dec-2025 15:37","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191931_1588288_22122025033721_WEB.xml"
"JAYNECOIND","Jayaswal Neco Industries Limited","7(2)","NECO HOLDING PVT LTD","Promoter Group","Equity Shares","449190","0.05",,"449190","31699338","Pledge Revoke","Equity Shares","449190","0.05","18-Dec-2025","18-Dec-2025","19-Dec-2025","-","-","-","0","0","0","0","NA","-","22-Dec-2025 15:37","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191931_1588288_22122025033721_WEB.xml"
"JAYNECOIND","Jayaswal Neco Industries Limited","7(2)","BASANT LALL SHAW","Promoters","Equity Shares","13022266","1.34",,"13022266","918981312","Pledge Revoke","Equity Shares","13022266","1.34","18-Dec-2025","18-Dec-2025","19-Dec-2025","-","-","-","0","0","0","0","NA","-","22-Dec-2025 15:37","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191931_1588288_22122025033721_WEB.xml"
"JAYNECOIND","Jayaswal Neco Industries Limited","7(2)","RAMESH JAYASWAL","Promoters","Equity Shares","5090140","0.52",,"5090140","359211180","Pledge Revoke","Equity Shares","5090140","0.52","18-Dec-2025","18-Dec-2025","19-Dec-2025","-","-","-","0","0","0","0","NA","-","22-Dec-2025 15:37","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191931_1588288_22122025033721_WEB.xml"
"JAYNECOIND","Jayaswal Neco Industries Limited","7(2)","ARVIND JAYASWAL","Promoters","Equity Shares","5089740","0.52",,"5089740","359182952","Pledge Revoke","Equity Shares","5089740","0.52","18-Dec-2025","18-Dec-2025","19-Dec-2025","-","-","-","0","0","0","0","NA","-","22-Dec-2025 15:37","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191931_1588288_22122025033721_WEB.xml"
"JAYNECOIND","Jayaswal Neco Industries Limited","7(2)","KARISHMA JAYASWAL","Promoter Group","Equity Shares","4488348","0.46",,"4488348","316742718","Pledge Revoke","Equity Shares","4488348","0.46","18-Dec-2025","18-Dec-2025","19-Dec-2025","-","-","-","0","0","0","0","NA","-","22-Dec-2025 15:37","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191931_1588288_22122025033721_WEB.xml"
"JAYNECOIND","Jayaswal Neco Industries Limited","7(2)","AVNEESH JAYASWAL","Promoters","Equity Shares","3569155","0.37",,"3569155","251875268","Pledge Revoke","Equity Shares","3569155","0.37","18-Dec-2025","18-Dec-2025","19-Dec-2025","-","-","-","0","0","0","0","NA","-","22-Dec-2025 15:37","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191931_1588288_22122025033721_WEB.xml"
"JAYNECOIND","Jayaswal Neco Industries Limited","7(2)","ANAND JAYASWAL","Promoters","Equity Shares","3063360","0.32",,"3063360","216181315","Pledge Revoke","Equity Shares","3063360","0.32","18-Dec-2025","18-Dec-2025","19-Dec-2025","-","-","-","0","0","0","0","NA","-","22-Dec-2025 15:37","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191931_1588288_22122025033721_WEB.xml"
"JAYNECOIND","Jayaswal Neco Industries Limited","7(2)","NECO  VALVES AND PUMPS PVT LTD","Promoter Group","Equity Shares","3555820","0.37",,"3555820","250934217","Pledge Revoke","Equity Shares","3555820","0.37","18-Dec-2025","18-Dec-2025","19-Dec-2025","-","-","-","0","0","0","0","NA","-","22-Dec-2025 15:37","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191931_1588288_22122025033721_WEB.xml"
"RPTECH","Rashi Peripherals Limited","7(2)","MKC Family Trust","Promoter Group","Equity Shares","Nil","0",,"7392000","0","Buy","Equity Shares","7392000","11.22","18-Dec-2025","18-Dec-2025","19-Dec-2025","Inter-se-Transfer","-","-","0","0","0","0","NA","-","22-Dec-2025 14:49","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191929_1588252_22122025024930_WEB.xml"
"RPTECH","Rashi Peripherals Limited","7(2)","Keshav Choudhary","Director","Equity Shares","7392000","11.22",,"7392000","0","Sell","Equity Shares","Nil","0","18-Dec-2025","18-Dec-2025","19-Dec-2025","Inter-se-Transfer","-","-","0","0","0","0","NA","-","22-Dec-2025 14:49","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191929_1588252_22122025024930_WEB.xml"
"BERGEPAINT","Berger Paints (I) Limited","7(2)","Satyam Jaiswal","Employees/Designated Employees","Equity Shares","327","0",,"327","176318","Sell","Equity Shares","Nil","0","22-Dec-2025","22-Dec-2025","22-Dec-2025","Market Sale","-","-","0","0","0","0","NSE","-","22-Dec-2025 13:51","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191927_1588220_22122025015110_WEB.xml"
"JINDRILL","Jindal Drilling And Industries Limited","7(2)","SUDHA APPARELS LTD","Promoter Group","Equity Shares","3622837","12.5",,"35000","17350506","Buy","Equity Shares","3657837","12.62","18-Dec-2025","18-Dec-2025","22-Dec-2025","Market Purchase","-","-","0","0","0","0","BSE","-","22-Dec-2025 13:05","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191925_1588200_22122025010543_WEB.xml"
"JINDRILL","Jindal Drilling And Industries Limited","7(2)","SUDHA APPARELS LTD","Promoter Group","Equity Shares","3657837","12.62",,"110000","55646148","Buy","Equity Shares","3767837","13","19-Dec-2025","19-Dec-2025","22-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","22-Dec-2025 13:05","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191925_1588200_22122025010543_WEB.xml"
"JINDRILL","Jindal Drilling And Industries Limited","7(2)","SUDHA APPARELS LTD","Promoter Group","Equity Shares","3767837","13",,"25000","12646851","Buy","Equity Shares","3792837","13.09","19-Dec-2025","19-Dec-2025","22-Dec-2025","Market Purchase","-","-","0","0","0","0","BSE","-","22-Dec-2025 13:05","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191925_1588200_22122025010543_WEB.xml"
"JINDRILL","Jindal Drilling And Industries Limited","7(2)","SUDHA APPARELS LTD","Promoter Group","Equity Shares","3492837","12.05",,"130000","64444739","Buy","Equity Shares","3622837","12.5","18-Dec-2025","18-Dec-2025","22-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","22-Dec-2025 13:05","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191925_1588200_22122025010543_WEB.xml"
"ECLERX","eClerx Services Limited","7(2)","Eclerx Employee Welfare Trust","Other","Equity Shares","829442","1.74",,"324","1443181","Sell","Equity Shares","829118","1.74","18-Dec-2025","18-Dec-2025","19-Dec-2025","-","-","-","0","0","0","0","NSE","-","22-Dec-2025 11:13","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191923_1588141_22122025111311_WEB.xml"
"ECLERX","eClerx Services Limited","7(2)","Eclerx Employee Welfare Trust","Other","Equity Shares","829118","1.74",,"7401","33450457","Buy","Equity Shares","836519","1.75","19-Dec-2025","19-Dec-2025","19-Dec-2025","-","-","-","0","0","0","0","NSE","-","22-Dec-2025 11:13","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191923_1588141_22122025111311_WEB.xml"
"GOKULAGRO","Gokul Agro Resources Limited","7(2)","Ritika Infracon Private Limited","Promoter Group","Equity Shares","3264400","1.11",,"1683800","0","Buy","Equity Shares","4948200","1.68","20-Dec-2025","20-Dec-2025","20-Dec-2025","Scheme of Amalgamation/Merger/Demerger/Arrangement","-","-","0","0","0","0","NA","-","22-Dec-2025 11:01","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191921_1588137_22122025110102_WEB.xml"
"NCLIND","NCL Industries Limited","7(2)","NCL Buildtek Ltd","Promoter Group","Equity Shares","466235","1.03",,"5768","0","Buy","Equity Shares","472003","1.04","19-Dec-2025","19-Dec-2025","20-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","20-Dec-2025 18:22","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191919_1588092_20122025062246_WEB.xml"
"TEJASCARGO","Tejas Cargo India Limited","7(2)","Manish Bindal","Promoters","Equity Shares","8985806","37.61",,"1600","405681","Buy","Equity Shares","8987406","37.62","18-Dec-2025","18-Dec-2025","20-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","20-Dec-2025 17:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191917_1588085_20122025054839_WEB.xml"
"TEJASCARGO","Tejas Cargo India Limited","7(2)","Manish Bindal","Promoters","Equity Shares","8979806","37.58",,"6000","1507788","Buy","Equity Shares","8985806","37.61","17-Dec-2025","17-Dec-2025","18-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","20-Dec-2025 17:42","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191915_1588081_20122025054212_WEB.xml"
"USHAMART","Usha Martin Limited","7(2)","Usha Martin Limited Employee Welfare Trust","Other","Equity Shares","339500","0.11",,"2000","897302","Buy","Equity Shares","341500","0.11","18-Dec-2025","18-Dec-2025","20-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","20-Dec-2025 16:32","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191913_1588055_20122025043240_WEB.xml"
"GANDHAR","Gandhar Oil Refinery (India) Limited","7(2)","Gandhar Coals & Mines Private Limited","-","Equity Shares","955175","0.97",,"100000","14363816","Buy","Equity Shares","1055175","1.07","18-Dec-2025","18-Dec-2025","20-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","20-Dec-2025 16:10","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191911_1588048_20122025041025_WEB.xml"
"KEI","KEI Industries Limited","7(2)","Lalit Sharma","-","Equity Shares","80252","0.08",,"3000","12253165","Sell","Equity Shares","77252","0.08","18-Dec-2025","19-Dec-2025","20-Dec-2025","Market Sale","-","-","0","0","0","0","NSE","-","20-Dec-2025 16:00","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191908_1588045_20122025040008_WEB.xml"
"KEI","KEI Industries Limited","7(2)","Kishore Kunal","Key Managerial Personnel","Equity Shares","44367","0.05",,"1000","4283913","Sell","Equity Shares","43367","0.04","19-Dec-2025","19-Dec-2025","20-Dec-2025","Market Sale","-","-","0","0","0","0","NSE","-","20-Dec-2025 16:00","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191908_1588045_20122025040008_WEB.xml"
"KSCL","Kaveri Seed Company Limited","7(3)","Kaveri Employees Trust","-","Equity Shares","659067","1.28",,"10910","10317537","Buy","Equity Shares","669977","1.3","19-Dec-2025","19-Dec-2025","19-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","20-Dec-2025 15:41","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191905_1588041_20122025034146_WEB.xml"
"KSCL","Kaveri Seed Company Limited","7(3)","Kaveri Employees Trust","-","Equity Shares","651567","1.27",,"7500","7169635","Buy","Equity Shares","659067","1.28","18-Dec-2025","18-Dec-2025","19-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","20-Dec-2025 15:41","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191905_1588041_20122025034146_WEB.xml"
